id,trigger,conditions,script,text,options,notes
nskr_kq_partyGroupCrowd,nskr_kqPartyGroups,!$nskr_kq_partyCrowdDone,,The second is a larger group centered around what appears to be someone from this - higher management. Eavesdropping on them could yield some results.,nskr_kq_partyToast:Approach the second group,
nskr_kq_partyGroupOfficers,nskr_kqPartyGroups,!$nskr_kq_partyOfficersDone,,"The third is a collection that appears to be three officers in uniforms, one of them could even be an admiral. A promising lead for sure.",nskr_kq_partyOfficers:Approach the third group,
nskr_kq_partyGroupLeave,nskr_kqPartyGroups,$nskr_kq_partyOfficersDone,,,nskr_kq_partyLeave:Leave,
,,,,,,
nskr_kq_partyTechies,DialogOptionSelected,$option == nskr_kq_partyTechies,"ShowPersonVisual false nskr_kq_partyEngineer
ShowSecondPerson nskr_kq_partyEntrepreneur
AddText ""You struggle to follow along, as countless technical terms get thrown around like nothing. They seem to be illustrating some grand plan, that will *definitely* make them rich.""
AddText ""After a while of listening they seem to finally notice you.""",You approach the techies to find out what they're talking about. They are deep in some kind of tech related marketing scheme.,nskr_kq_partyPitch:Continue,
nskr_kq_partyPitch,DialogOptionSelected,$option == nskr_kq_partyPitch,"AddText ""\""Yeah, we're looking for investors here. We have a very unique opportunity available here.\"" The other guy chimes in.""
AddText ""They wait for your response.""","""Oh hello there, interested in our little scheme are you?"" One of them says.","nskr_kq_partyPitchDecline:Politely decline
nskr_kq_partyPitchListen:Try to entertain the idea",
nskr_kq_partyPitchDecline,DialogOptionSelected,$option == nskr_kq_partyPitchDecline,"$nskr_kq_partyTechiesDone = true
AddText ""one of them quickly hands you a flashy business card, and gives you a firm handshake as a goodbye.""
AddText ""You leave before you get sucked into some godawful pyramid scheme. You're not losing your hard earned credits this easily.""","""It's your loss for sure. Once we get the credits rolling, it's going to be smooth sailing. I mean, there's almost *no risk* here."" He says.",nskr_kq_partyLook:Continue,
nskr_kq_partyPitchListen,DialogOptionSelected,$option == nskr_kq_partyPitchListen,"$nskr_kq_partyTechiesDone = true
AddText ""As you listen to them explain their plans in more detail, it becomes rather obvious they're trying to sucker in clueless investors with flashy new tech.""
AddText ""You decide there are much better ways to spend your credits, than on some pyramid scheme.""
AddText ""As you leave one of them quickly hands you a flashy business card, and gives you a firm handshake as a goodbye.""","""...The profit vector only multiplies with time, a fungible investment now only becomes exponential with time. Our reported margins are about to spike with the introduction of generative price... """,nskr_kq_partyLook:Continue,
,,,,,,
nskr_kq_partyToast,DialogOptionSelected,$option == nskr_kq_partyToast,"ShowPersonVisual false nskr_kq_partyHost
AddText ""\""For another successful operation. For greater profits!\"" The commander cheers the crowd on.""","As you make your way over, it appears they're ready to have a toast. Before you even have a chance to react there's already a new drink in your hands.","nskr_kq_partyToastDrink:Drink
nskr_kq_partyToastSkip:Don't drink",
nskr_kq_partyToastDrink,DialogOptionSelected,$option == nskr_kq_partyToastDrink,"FireBest nskr_kqPartyToastText
FireBest nskr_kqPartyToastTipsy",You down the drink in one fell swoop.,,
nskr_kq_partyToastSkip,DialogOptionSelected,$option == nskr_kq_partyToastSkip,FireBest nskr_kqPartyToastText,,,
nskr_kq_partyToastText,nskr_kqPartyToastText,,"AddText ""You do hear something about a special fleet operation of sorts, but you quickly lose them.""",You watch everyone as they finish their drinks. There are too many people to get a clear picture of anything in particular.,nskr_kq_partyToastLeave:Continue,
nskr_kq_partyToastTipsy,nskr_kqPartyToastTipsy,nskr_quest kq check partyTipsy,"nskr_quest kq do partyDrink 1
AddText ""You are really starting to feel it, you're quite intoxicated now."" gray",,,
nskr_kq_partyToastLeave,DialogOptionSelected,$option == nskr_kq_partyToastLeave,$nskr_kq_partyCrowdDone = true,"You decide to leave the crowd alone, there are just too many people to discover anything of note.",nskr_kq_partyLook:Continue,
,,,,,,
nskr_kq_partyOfficers,DialogOptionSelected,$option == nskr_kq_partyOfficers,"ShowPersonVisual false nskr_kq_partyPatrolCommander
ShowSecondPerson nskr_kq_partyFleetCommander
ShowThirdPerson nskr_kq_partyAgent
AddText ""Surely you can use your experience as a fleet commander to impress them. Seems like they're the most likely group to know something of use.""","The officers are sitting at a corner table, its shiny marble like surface is like a mirror. You spot a TriPad, and multiple glasses of drink placed on it.",nskr_kq_partyOfficersJoin:Continue,
nskr_kq_partyOfficersJoin,DialogOptionSelected,$option == nskr_kq_partyOfficersJoin,"AddText ""You sit down with them, and listen as one of the officers tells an anecdote from his last set of patrol duty.""
AddText ""\""... The whole engine section was just missing, with a big hole in his ship, This guy says he doesn't know what happened to it!\"" He is struggling to contain his laughter at this point. \""With a straight fucking face, he says that to me! Now that's why I'm never working with those geniuses from the Skathi patrol squadron ever again.\"" He bursts out laughing.""","One of the officers notices you ""I can see you're a captain, come join us."" the officer shouts for you to join.",nskr_kq_partyStoryPrompt:Continue,
nskr_kq_partyStoryPrompt,DialogOptionSelected,$option == nskr_kq_partyStoryPrompt,"AddText ""This is your chance to earn their trust, just quickly piece something together.""
AddText ""You tell a story about...""","""Why don't you tell us something captain. I'm sure you've seen your fair share of interesting events."" He says to you.","nskr_kq_partyStoryBounty:Your last bounty hunt
nskr_kq_partyStoryTrade:Your last trading operation
nskr_kq_partyStoryAI:Your last encounter with AI
nskr_kq_partyStorySmuggling:Your last smuggling gig",
nskr_kq_partyStoryBounty,DialogOptionSelected,$option == nskr_kq_partyStoryBounty,FireBest nskr_kqPartyStory,,,
nskr_kq_partyStoryTrade,DialogOptionSelected,$option == nskr_kq_partyStoryTrade,FireBest nskr_kqPartyStory,,,
nskr_kq_partyStoryAI,DialogOptionSelected,$option == nskr_kq_partyStoryAI,FireBest nskr_kqPartyStory,,,
nskr_kq_partyStorySmuggling,DialogOptionSelected,$option == nskr_kq_partyStorySmuggling,FireBest nskr_kqPartyStory,,,
nskr_kq_partyStory,nskr_kqPartyStory,,"AddText ""You illustrate a grand story of great peril, the stakes are greater than life, then taking quick peeks at the TriPad while pretending to make some epic gestures to drive home the spectacle.""
AddText ""\""Woah captain, I can't believe you lived from that! That's one hell of a tale, I wouldn't even care if you made half that up.\"" He says with a smug laugh.""
AddText ""Wow, you really are a great actor. Or maybe it's just the alcohol.""","While illustrating your story, you notice what's on the TriPad. There appears to be coordinates and orders, relating to fleet movements on display. You just need to keep these officers distracted long enough to get a good look.",nskr_kq_partyTarget:Continue,
nskr_kq_partyTarget,DialogOptionSelected,$option == nskr_kq_partyTarget,"$nskr_kq_partyOfficersDone = true
AddText ""The $nskr_kq_job3TargetSystem? Certainly worth investigating, you better write that down somewhere."" gray
SetTextHighlights ""$nskr_kq_job3TargetSystem""
AddText ""With the info gathered, you decide it's best to leave the officers alone for now, so you give them a quick goodbye.""",You managed to spot that a certain star system is mentioned multiple times on the TriPad's info feed.,nskr_kq_partyLook:Continue,
,,,,,,
nskr_kq_partyLeave,DialogOptionSelected,$option == nskr_kq_partyLeave,"ShowPersonVisual true
AddText ""\""There you are capitain, I fnound you...\"" There's a brief pause as $heOrShe struggles to maintain their composure \"" We - totally need to get one last drink before you leave!\"" $HeOrShe is in an even worse condition than when you last saw $himOrHer.""
AddText ""With a sloppy motion $heOrShe points towards the drinks.""
FireBest nskr_kqPartyLastDrink","As you try to leave, the employee finally finds you again.",,
nskr_kq_partyLastDrink,nskr_kqPartyLastDrink,,,,"nskr_kq_partyWasted1:Agree
nskr_kq_partyExit:Leave",
nskr_kq_partyLastDrinkDrunk,nskr_kqPartyLastDrink,nskr_quest kq check partyDrunk,"AddText ""Oh no, it appears you are too intoxicated to remember that you could just say no."" gray",,"nskr_kq_partyWasted1:Agree
nskr_kq_partyWasted2:""You're totally right, I could use more drink.""
nskr_kq_partyWasted3:""What! Just one more? I'm drinking way more than that!""",
nskr_kq_partyWasted1,DialogOptionSelected,$option == nskr_kq_partyWasted1,FireBest nskr_kqPartyBlackout,,,
nskr_kq_partyWasted2,DialogOptionSelected,$option == nskr_kq_partyWasted2,FireBest nskr_kqPartyBlackout,,,
nskr_kq_partyWasted3,DialogOptionSelected,$option == nskr_kq_partyWasted3,FireBest nskr_kqPartyBlackout,,,
nskr_kq_partyBlackout,nskr_kqPartyBlackout,,HideVisual,"The rest of the night, very quickly becomes a blur in your head. You vaguely remember talking to dozens of people, and downing even more drinks than that.","nskr_kq_partySlur1:""Whhere's that damn drink...""
nskr_kq_partySlur2:""So I went in gungs blazing! Sure showed em' who's bsoss, hah!""
nskr_kq_partySlur3:""No, seruoislkly I just had it in my hadns!""
nskr_kq_partySlur4:""Yea, it's a tuogh job, but I wouldn't have it any othe way.""",
nskr_kq_partySlur1,DialogOptionSelected,$option == nskr_kq_partySlur1,FireBest nskr_kqPartyHangover,,,
nskr_kq_partySlur2,DialogOptionSelected,$option == nskr_kq_partySlur2,FireBest nskr_kqPartyHangover,,,
nskr_kq_partySlur3,DialogOptionSelected,$option == nskr_kq_partySlur3,FireBest nskr_kqPartyHangover,,,
nskr_kq_partySlur4,DialogOptionSelected,$option == nskr_kq_partySlur4,FireBest nskr_kqPartyHangover,,,
nskr_kq_partyHangover,nskr_kqPartyHangover,,"AddText ""Now you have woken up somewhere, your head, arms, and legs hurt quite a lot. You could really use a tall glass of water.""
AddText ""A vaguely unpleasant smell fills the room, you hear some muffled chatter coming from the neighboring room and the distant hum of machinery.""","You and the employee got separated at some point, after finally leaving the party. Although you can't remember exactly why.",nskr_kq_partyWake:Open your eyes,
nskr_kq_partyWake,DialogOptionSelected,$option == nskr_kq_partyWake,"ShowDefaultVisual
AddText ""There are empty glass bottles in various locations around the room, not all of them quite empty. A large stain of something sticky is on the floor, next to a felled bottle. Your sidearm - a cold metal hunk is with you in bed, at least you didn't lose it.""
AddText ""You appear to have ended up in some cheap hab-block motel.""","You are surrounded by cold dark grey concrete surfaces. There is only basic furniture in the room, made of cheap plastic. There are no windows, the only light is the sickly off green glow of the cheap light fixtures.",nskr_kq_partyRecall:Continue,
nskr_kq_partyRecall,DialogOptionSelected,$option == nskr_kq_partyRecall,"AddText ""Thankfully it appears you wrote down the coordinates on your TriPad. In fact it seems the notepad function is the last thing you had open on it. You wrote an order of synthPizza on it in text last night - it appears to not have worked.""
AddText ""You also remember that you haven't checked how many credits you spent last night.""","Thinking about what happened, you somehow managed to avoid your own bodyguards on your way out - which is rather impressive. You then realize that your security officer is going to kill you once they realize you were not in fact *kidnapped*, but instead just got black out drunk - it happens.",nskr_kq_partyDamages:Assess the damages,
nskr_kq_partyDamages,DialogOptionSelected,$option == nskr_kq_partyDamages,"nskr_quest kq do partyHangover
AddTextSmall ""Acquired hangover"" gray
SetTextHighlightColors bad
SetTextHighlights hangover
PlaySound ui_rep_drop
AddText ""It's time to leave, and forget that this happened.""","You quickly check your credits account, it certainly was an expensive night out.",nskr_kq_partyHome:Leave,
,,,,,,
nskr_kq_partyDecline,DialogOptionSelected,$option == nskr_kq_partyDecline,"HideVisual
nskr_quest kq set JOB3_PARTY_DECLINED
BarCMD returnFromEvent true","You decide it's best to leave, and not waste time getting drunk for no good reason.",,
nskr_kq_partyExit,DialogOptionSelected,$option == nskr_kq_partyExit,"HideVisual
FireBest nskr_kqPartyCoordinates","You manage to convince the employee that you're in a hurry. You then quickly leave the party, and make your way back to your ship.",,
nskr_kq_partyHome,DialogOptionSelected,$option == nskr_kq_partyHome,FireBest nskr_kqPartyCoordinates,"You leave, calmly making your way back to your ship, as you try not upset your headache.",,
nskr_kq_partyCoordinates,nskr_kqPartyCoordinates,,"nskr_quest kq advance JOB3_ACTIVE JOB3_TARGET_KNOWN
nskr_quest kq set JOB3_TARGET_DISCOVERED
AddTextSmall ""Acquired Expedition coordinates"" gray
SetTextHighlights ""Expedition coordinates""
PlaySound ui_rep_raise
BarCMD returnFromEvent true",,,
,,,,,,
# KESTEVEN QUESTLINE: GLACIER,,,,,,
nskr_kq_glacierOpen,nskr_kqGlacier,,ShowLargePlanet,Your fleet approaches the tundra planet Glacier.,"nskr_kq_glacierSearch:Search for the facility
defaultLeave:Leave","Opened through the claim of markGlacier, from Alice's second Frost tip until the disk is recovered"
nskr_kq_glacierSearchSel,DialogOptionSelected,$option == nskr_kq_glacierSearch,"AddText ""\""There's no sign of human activity on the site, past or present.\"" The ops chief report. \""Well within the past few centuries at least. But there's no way of telling what else we could find here, we'll have to go in expecting the worst.\""""
AddText ""\""This is our last chance to turn back.\""""",You order the sensor team to begin tracking down the signal on the planets surface. And in no time you have confirmation on the comms facility's exact coordinates.,"nskr_kq_glacierLand:Continue
defaultLeave:Leave",
nskr_kq_glacierLandSel,DialogOptionSelected,$option == nskr_kq_glacierLand,"AddText ""The only evidence of the facility's existence are the tall comms towers going through the layers of packed snow and ice. The salvor crew has to use heavy machinery to start digging through the ice to even reach an entrance of any kind.""
ShowPic nskr_glacier","You watch the salvor teams shuttle land on the top of a large flat hill near the pole of the planet. Relentless wind and snow beats on the shuttle and crew. Far away rolling hills dot the horizon, everything else is barren.",nskr_kq_glacierDig:Continue,"From here on every screen shows the Glacier illustration again, as the old dialog did after each click"
nskr_kq_glacierDigSel,DialogOptionSelected,$option == nskr_kq_glacierDig,"AddText ""Despite being abandoned for seemingly centuries, the facility still has power. \""Explains how we could track down the signal so easily, everything is still lit up like no one left. It must be powered by some sort of passive decay reactor.\"" your ops chief comments.""
AddText ""Clouds of dust get kicked up as the team makes their way through the countless hallways of the facility.""
ShowPic nskr_glacier","After some waiting, and a lot of digging. The crew has finally reached the facility proper.",nskr_kq_glacierHalls:Continue,
nskr_kq_glacierHallsSel,DialogOptionSelected,$option == nskr_kq_glacierHalls,"AddText ""\""It appears we've tripped some security mechanism, it's brought multiple hidden anti-ship batteries around the perimeter online.\"" The chief urgently reports.""
AddText ""They continue, making quick orders and frantically going through the info feeds \""Looks like the decades of frost are buying us some extra time, I'd say we have around an hour before they come fully online.\""""
ShowPic nskr_glacier",Alarms go off on the bridge as multiple screens turn red. The security chief scrambles to assess the situation.,"nskr_kq_glacierRush:Continue
nskr_kq_glacierComplicates:""This *complicates* things.""
nskr_kq_glacierCurse:""Ahh shit.""",
nskr_kq_glacierComplicatesSel,DialogOptionSelected,$option == nskr_kq_glacierComplicates,"$option = nskr_kq_glacierRush 0
FireBest DialogOptionSelected",,,Same screen as Continue
nskr_kq_glacierCurseSel,DialogOptionSelected,$option == nskr_kq_glacierCurse,"$option = nskr_kq_glacierRush 0
FireBest DialogOptionSelected",,,Same screen as Continue
,,,,,,
nskr_kq_glacierRushSel,DialogOptionSelected,$option == nskr_kq_glacierRush,"AddText ""You watch the operations chief shout quick and precise orders across the bride, you need to reach the central command room and fast.""
AddTextSmall ""You have around 90 minutes left."" gray
SetTextHighlights ""90""
ShowPic nskr_glacier","The salvor team receives the orders to get moving, but their pace remains uncomfortably slow as they lug around the heavy EVA equipment and tools.",nskr_kq_glacierImpasse:Continue,"The countdown starts at 90 minutes; each line states the minutes left after that screen, which reach 0 on the late paths"
nskr_kq_glacierImpasseSel,DialogOptionSelected,$option == nskr_kq_glacierImpasse,"AddText ""The ops chief hastily makes some plans of action and delivers them to you. \""We have a few tricks we can try here, remember time is of the essence captain.\""""
AddTextSmall ""You have around 75 minutes left."" gray
SetTextHighlights ""75""
ShowPic nskr_glacier",The team makes steady progress deeper into the facility until they reach an impasse. A heavily reinforced door is blocking the shortest path.,"nskr_kq_glacierWalk:Try to find a way around
nskr_kq_glacierCut:Cut through it
nskr_kq_glacierBlast:Blast it",
nskr_kq_glacierWalkSel,DialogOptionSelected,$option == nskr_kq_glacierWalk,"AddTextSmall ""You have around 45 minutes left."" gray
SetTextHighlights ""45""
$nskr_kq_glacierPath = walk 0
ShowPic nskr_glacier","The team backtracks through the facility searching for an alternate route. Traversing the labyrinthine structure is quite time consuming, but eventually they discover a secondary route.",nskr_kq_glacierServers:Continue,
nskr_kq_glacierCutSel,DialogOptionSelected,$option == nskr_kq_glacierCut,"AddTextSmall ""You have around 45 minutes left."" gray
SetTextHighlights ""45""
$nskr_kq_glacierPath = cut 0
ShowPic nskr_glacier","The team sets up the plasma torch and gets to work. You watch as everyone pulls down a solid shining black visor on their helmets, suddenly a blinding stream of sparks fills the view while they cut the structure. It takes some time, but eventually they get through.",nskr_kq_glacierServers:Continue,
nskr_kq_glacierBlastSel,DialogOptionSelected,$option == nskr_kq_glacierBlast,"AddText ""Seems like structure is only barely holding it together as it creeks and bends under the newfound stress. The team quickly squeezes through the hole in the door.""
AddText ""That was quite fast, lets hope the structure holds on for a little while longer.""
AddTextSmall ""You have around 60 minutes left."" gray
SetTextHighlights ""60""
$nskr_kq_glacierPath = blast 0
ShowPic nskr_glacier","The team carefully install the shaped breaching charge. They take cover, and as the charges are blown the hallways get filled with a storm of dust.",nskr_kq_glacierServers:Continue,
,,,,,,
nskr_kq_glacierServersSel,DialogOptionSelected,$option == nskr_kq_glacierServers,"AddText ""The crew on bridge quickly map out the room, after a short wait they locate the central command console. \""Seems like we found what we are looking for, let's get to work.\"" Your ops chief comments.""
FireBest nskr_kqGlacierServersTime
ShowPic nskr_glacier","The team has finally reached what looks like the right place. A massive central server room, dimly lit server racks with multiple stories of intertwined walkways seem to continue on for eternity, as a thin haze of fog and dust obscures your view.",nskr_kq_glacierConsole:Continue,
nskr_kq_glacierServersTime,nskr_kqGlacierServersTime,,"AddTextSmall ""You have around 35 minutes left."" gray
SetTextHighlights ""35""",,,Fallback: after the walk or the cut
nskr_kq_glacierServersTimeBlast,nskr_kqGlacierServersTime,$nskr_kq_glacierPath == blast,"AddTextSmall ""You have around 50 minutes left."" gray
SetTextHighlights ""50""",,,
nskr_kq_glacierConsoleSel,DialogOptionSelected,$option == nskr_kq_glacierConsole,"AddText ""The console seems to be in control of most of the facility's systems, your bridge crew might be able to guide the salvor team to shutdown the defenses.""
AddText ""The ops chief and the comms officer don't seem to agree which course of action is the best, so they leave the choice to you.""
FireBest nskr_kqGlacierConsoleTime
ShowPic nskr_glacier","Next to the console you see a large rack of identical disks, an intricate sprawl of wires connects it to the console. It takes a moment for your crew to figure out which is the correct one.","nskr_kq_glacierRun:Grab the disk and run
nskr_kq_glacierDefuse:Try to shut down the system",
nskr_kq_glacierConsoleTime,nskr_kqGlacierConsoleTime,,"AddTextSmall ""You have around 30 minutes left."" gray
SetTextHighlights ""30""",,,Fallback: after the walk or the cut
nskr_kq_glacierConsoleTimeBlast,nskr_kqGlacierConsoleTime,$nskr_kq_glacierPath == blast,"AddTextSmall ""You have around 45 minutes left."" gray
SetTextHighlights ""45""",,,
,,,,,,
nskr_kq_glacierRunSel,DialogOptionSelected,$option == nskr_kq_glacierRun,"FireBest nskr_kqGlacierRunBack
ShowPic nskr_glacier",The team quickly grabs the correct disk and wastes no time to get moving.,nskr_kq_glacierReturn:Continue,
nskr_kq_glacierRunBack,nskr_kqGlacierRunBack,,"AddTextSmall ""You have around 15 minutes left."" gray
SetTextHighlights ""15""",It's only a short walk and the team manages to get out without further incident.,,Fallback: after the cut
nskr_kq_glacierRunBackWalk,nskr_kqGlacierRunBack,$nskr_kq_glacierPath == walk,"AddTextSmall ""You have around 0 minutes left."" gray
SetTextHighlights ""0""
$nskr_kq_glacierLate = true 0","Taking the long way back takes a considerable amount of time, but the team manages to get out without further incident.",,
nskr_kq_glacierRunBackBlast,nskr_kqGlacierRunBack,$nskr_kq_glacierPath == blast,"AddTextSmall ""You have around 0 minutes left."" gray
SetTextHighlights ""0""
$nskr_kq_glacierLate = true 0","On their way back they make a worrying discovery. A part of blown up section has caved in, a considerable amount of time is wasted as the crew tries to clear a path big enough to squeeze through.",,
,,,,,,
nskr_kq_glacierDefuseSel,DialogOptionSelected,$option == nskr_kq_glacierDefuse,"AddText ""It takes excruciatingly long for any part of the system to respond to orders, but eventually it seems like you might be back in control.""
FireBest nskr_kqGlacierDefuseTime
$nskr_kq_glacierShutdown = true 0
ShowPic nskr_glacier","You watch as both the bridge crew and the team on site scramble to get control of the system. As they try to coerce it to shutdown, it becomes obvious that large parts of it are corrupted or otherwise non-functional.",nskr_kq_glacierDefused:Continue,
nskr_kq_glacierDefuseTime,nskr_kqGlacierDefuseTime,,"AddTextSmall ""You have around 0 minutes left."" gray
SetTextHighlights ""0""
$nskr_kq_glacierLate = true 0",,,Fallback: after the walk or the cut
nskr_kq_glacierDefuseTimeBlast,nskr_kqGlacierDefuseTime,$nskr_kq_glacierPath == blast,"AddTextSmall ""You have around 15 minutes left."" gray
SetTextHighlights ""15""",,,
nskr_kq_glacierDefusedSel,DialogOptionSelected,$option == nskr_kq_glacierDefused,"AddText ""With the systems shut down the team is free to grab the disk and make their way back to the shuttle.""
AddText ""On their way back the team discovers that a part of blown up section has caved in, good thing your not in a hurry though. They manage to dig and reinforce a new path through rubble without much effort, and are shortly on their way back.""
ShowPic nskr_glacier","After some frantic back and forth the team finally finds a way to lower the emergency defense level of the facility, de-escalating the situation. After a short breather the operation is back in progress.",nskr_kq_glacierReturn:Continue,"Only the blast path shuts the defenses down in time, so the cave-in line always follows"
nskr_kq_glacierDefusedLateSel,DialogOptionSelected,"$option == nskr_kq_glacierDefused
$nskr_kq_glacierLate","FireBest nskr_kqGlacierRedAlert
AddText ""Seems like you are barely late, as the team finally finds a way to lower the emergency defense level of the facility. A barrage from the anti-ship batteries has already fired off, some ships in your fleet suffer some damage as a result.""
PlaySound nskr_ui_hit
nskr_quest kq do damageFleet
AddText ""Despite the incident the system seems to be shut down, and the team is free to grab the disk and make their way back to the shuttle without further incident.""
ShowPic nskr_glacier",,nskr_kq_glacierReturn:Continue,
,,,,,,
nskr_kq_glacierReturnSel,DialogOptionSelected,$option == nskr_kq_glacierReturn,"FireBest nskr_kqGlacierShuttle
FireBest nskr_kqGlacierEscape true
nskr_quest kq do recoverGlacierDisk
AddTextSmall ""Acquired Data Disk #5"" gray
SetTextHighlights ""Data Disk #5""
ShowPic nskr_glacier",,defaultLeave:Continue,
nskr_kq_glacierShuttle,nskr_kqGlacierShuttle,,,"The team rushes into the shuttle, a blizzard of snow gets kicked up as the thruster go into maximum power. In a short moment the shuttle is on it's way back to the fleet.",,Fallback: the team ran with the disk
nskr_kq_glacierShuttleLoaded,nskr_kqGlacierShuttle,$nskr_kq_glacierShutdown,,"The team loads everything into the shuttle, a blizzard of snow gets kicked up as the thruster go into maximum power. In a short moment the shuttle is on it's way back to the fleet.",,
nskr_kq_glacierEscape,nskr_kqGlacierEscape,,,,,Fallback: the late shutdown took its damage at the console
nskr_kq_glacierEscapeClean,nskr_kqGlacierEscape,!$nskr_kq_glacierLate,PlaySound ui_rep_raise,"The operations chief comes to congratulate for a job well done. ""I knew I could trust you, that was about to get hairy captain, can't believe we made it out with out a scratch.""","nskr_kq_glacierBest:""I know, I'm the best.""","Fired with true, so Continue stays first"
nskr_kq_glacierEscapeBarrage,nskr_kqGlacierEscape,"$nskr_kq_glacierLate
!$nskr_kq_glacierShutdown","FireBest nskr_kqGlacierRedAlert
AddText ""Your fleet manages to pull out of range as the shuttle arrives just in time, but some ships in your fleet suffer some damage as a result.""
PlaySound nskr_ui_hit
nskr_quest kq do damageFleet",,,
nskr_kq_glacierBestSel,DialogOptionSelected,$option == nskr_kq_glacierBest,DismissDialog,,,
,,,,,,
nskr_kq_glacierRedAlert,nskr_kqGlacierRedAlert,,,"Suddenly the bridge goes into red alert, sirens blaring as it becomes obvious the anti-ship batteries have come online.",,Shared by the two late outcomes
nskr_kq_glacierHit,nskr_kqGlacierHit,,"AddTextSmall ""$nskr_kq_glacierHitShip $nskr_kq_glacierHitHull-class was damaged in the barrage."" gray
SetTextHighlightColors bad
SetTextHighlights ""$nskr_kq_glacierHitHull""",,,Fired by the damageFleet action once per damaged ship
,,,,,,
# KESTEVEN QUESTLINE: ELIZA SEARCH,,,,,,
# First spacer,,,,,,
nskr_kq_elizaSpacerBar,AddBarEvents,"nskr_quest kq is JOB5_DISKS
nskr_quest kq check elizaSpacerHere","AddBarEvent nskr_kq_elizaSpacer ""See if this spacer knows anything about Eliza"" ""A rough looking spacer is drinking alone at a corner table.""",,,"Any pirate bar not used by the search, at search step 0"
nskr_kq_elizaSpacer,DialogOptionSelected,$option == nskr_kq_elizaSpacer,"BeginConversation nskr_kq_roughSpacer true false
nskr_quest kq do elizaSpacerOpen",The spacer is busy in thought while drinking and doesn't seem to notice you.,"nskr_kq_elizaSpacerAsk:""I'm looking for Eliza.""",elizaSpacerOpen rolls the price each time the conversation opens
nskr_kq_elizaSpacerAsk,DialogOptionSelected,$option == nskr_kq_elizaSpacerAsk,FireAll nskr_kqElizaSpacerOptions,"No response, $heOrShe doesn't seem interested in talking to you.",,
nskr_kq_elizaSpacerOptHello,nskr_kqElizaSpacerOptions,,,,"nskr_kq_elizaSpacerHello:""Hello? I'm talking to you.""",
nskr_kq_elizaSpacerOptCredits,nskr_kqElizaSpacerOptions,nskr_quest kq check elizaSpacerAffordable,,,"nskr_kq_elizaSpacerCredits:""Would some credits change your mind?""",Only while the player has more credits than the price
nskr_kq_elizaSpacerOptLeave,nskr_kqElizaSpacerOptions,,,,nskr_kq_elizaSpacerLeave:Leave,
nskr_kq_elizaSpacerHello,DialogOptionSelected,$option == nskr_kq_elizaSpacerHello,"AddText ""\""Keep your nose out of our business captain.\"" $HeOrShe says in a gruesome tone, and returns to drinking like nothing happened.""","The spacer slowly turns to you, staring at you intensely.",nskr_kq_elizaSpacerLeave:Leave,
nskr_kq_elizaSpacerCredits,DialogOptionSelected,$option == nskr_kq_elizaSpacerCredits,"AddText ""$HeOrShe adjusts $hisOrHer position on $hisOrHer chair, and quickly eyes up the room. \""For a small donation I could point you towards a certain person.\""""","The spacer slowly turns to you. ""Everything is always about the damn money to you people, but if you insist...""","nskr_kq_elizaSpacerPay:Pay $himOrHer
nskr_kq_elizaSpacerLeave:Leave",
nskr_kq_elizaSpacerPay,DialogOptionSelected,$option == nskr_kq_elizaSpacerPay,"nskr_quest kq do elizaPickContact
AddText ""\""You will want to talk the contact at $nskr_kq_elizaContactMarket. You will have no trouble finding them at the bar, trust me.\""""
SetTextHighlights ""$nskr_kq_elizaContactMarket""
AddText ""The spacer doesn't seem to want to say more, and is quick to distance $himOrHerself from you.""
nskr_quest kq do elizaSpacerPay
FireBest nskr_kqDelveUpdated",,nskr_kq_elizaSpacerPaidLeave:Leave,elizaPickContact picks the contact market before the text names it; elizaSpacerPay takes the credits and prints the receipt
nskr_kq_elizaSpacerLeave,DialogOptionSelected,$option == nskr_kq_elizaSpacerLeave,"nskr_quest kq do elizaSpacerLeave
HideVisual
BarCMD returnFromEvent true",You decide to leave the spacer alone.,,Search step 1
nskr_kq_elizaSpacerPaidLeave,DialogOptionSelected,$option == nskr_kq_elizaSpacerPaidLeave,"nskr_quest kq do elizaSpacerPaidLeave
HideVisual
BarCMD returnFromEvent true",It's time to move on.,,Search step 2
,,,,,,
# Second spacer,,,,,,
nskr_kq_elizaSlyBar,AddBarEvents,"nskr_quest kq is JOB5_DISKS
nskr_quest kq check elizaSlySpacerHere","AddBarEvent nskr_kq_elizaSly ""See if this spacer knows anything about Eliza"" ""A sly looking spacer is drinking alone at the bar counter.""",,,"Any pirate bar not used by the search, at search step 1"
nskr_kq_elizaSly,DialogOptionSelected,$option == nskr_kq_elizaSly,BeginConversation nskr_kq_slySpacer true false,You approach the spacer and prepare to ask some questions.,"nskr_kq_elizaSlyAsk:""Know anything about this ""Eliza"" character?""",
nskr_kq_elizaSlyAsk,DialogOptionSelected,$option == nskr_kq_elizaSlyAsk,,"""What, who sent you? You better not be another bloodhound from CommSec. And do be honest, I can spot a liar from orbit.""","nskr_kq_elizaSlyKesteven:""Kesteven""
nskr_kq_elizaSlyPaying:""Does it matter if I'm paying you?""
nskr_kq_elizaSlyEliza:""Eliza""
nskr_kq_elizaSlyComsec:""COMSEC""
nskr_kq_elizaSlyMyself:""I only work for myself.""",
